#	Kanji	Reading	Definition	Part	Jisho
955	時代	じだい	era, antiquity	Noun	Jisho
956	ポケット	ポケット	pocket	Noun	Jisho
957	代わる	かわる	substitute, be substituted for	Verb	Jisho
958	代える	かえる	substitute, use in place of	Verb	Jisho
959	指	ゆび	finger, toe	Noun	Jisho
960	決定	けってい	decision, settlement	Verbal Noun	Jisho
961	そろそろ	そろそろ	soon, quietly	Adverb	Jisho
962	一定	いってい	constant, standardized	Verbal Noun	Jisho
963	定期券	ていきけん	commuter's pass	Noun	Jisho
964	予定	よてい	schedule, plan	Verbal Noun	Jisho
965	天気予報	てんきよほう	weather forecast	Noun	Jisho
966	ぶどう	ぶどう	grapes	Noun	Jisho
967	予習	よしゅう	preparation for a lesson	Verbal Noun	Jisho
968	予約	よやく	reservation, subscription	Verbal Noun	Jisho
969	約束	やくそく	promise, vow	Verbal Noun	Jisho
970	変わる	かわる	change	Verb	Jisho
971	めったに	めったに	rarely	Adverb	Jisho
972	大変	たいへん	awful, serious	Adjectival Noun	Jisho
973	変	へん	strange, weird, funny	Adjectival Noun	Jisho
974	変化	へんか	change	Verbal Noun	Jisho
975	強化	きょうか	strengthening	Verbal Noun	Jisho
976	クリスマス	クリスマス	Christmas	Noun	Jisho
977	文化	ぶんか	culture	Noun	Jisho
978	増える	ふえる	increase, accrue	Verb	Jisho
979	増やす	ふやす	increase, add	Verb	Jisho
980	減る	へる	decrease, diminish	Verb	Jisho
981	ネクタイ	ネクタイ	tie, necktie	Noun	Jisho
982	減らす	へらす	decrease, reduce	Verb	Jisho
983	乗り物	のりもの	vehicle	Noun	Jisho
984	降りる	おりる	get off, descend	Verb	Jisho
985	降ろす	おろす	unload, set down (下ろす)	Verb	Jisho
986	バイオリン	バイオリン	violin	Noun	Jisho
987	降る	ふる	fall, come down	Verb	Jisho
988	着く	つく	arrive	Verb	Jisho
989	着物	きもの	clothes, kimono	Noun	Jisho
990	下着	したぎ	underwear	Noun	Jisho
991	パスポート	パスポート	passport	Noun	Jisho
992	上着	うわぎ	coat, jacket	Noun	Jisho
993	着せる	きせる	to put clothes on (someone)	Verb	Jisho
994	脱ぐ	ぬぐ	remove clothes, take off	Verb	Jisho
995	立場	たちば	standpoint, position	Noun	Jisho
996	バッグ	バッグ	bag	Noun	Jisho
997	目立つ	めだつ	stand out, be conspicuous	Verb	Jisho
998	立てる	たてる	stand, set up, establish	Verb	Jisho
999	役に立つ	やくにたつ	be useful, be helpful	Verb	Jisho
1000	出席	しゅっせき	attendance, presence	Verbal Noun	Jisho
1001	ゴム	ゴム	elastic	Noun	Jisho
1002	席	せき	seat, one's place	Noun	Jisho
1003	欠席	けっせき	absence, nonattendance	Verbal Noun	Jisho
1004	次男	じなん	second son	Noun	Jisho
1005	次女	じじょ	second daughter	Noun	Jisho
1006	ギター	ギター	guitar	Noun	Jisho
1007	運ぶ	はこぶ	carry, transport	Verb	Jisho
1008	運転	うんてん	drive	Verbal Noun	Jisho
1009	運転手	うんてんしゅ	driver	Noun	Jisho
1010	転ぶ	ころぶ	tumble down, fall over	Verb	Jisho
1011	セーター	セーター	sweater, pullover	Noun	Jisho
1012	移る	うつる	move, shift	Verb	Jisho
1013	移す	うつす	move, shift, transfer	Verb	Jisho
1014	動き	うごき	movement, motion	Noun	Jisho
1015	運動	うんどう	movement, exercise	Verbal Noun	Jisho
1016	やっぱり	やっぱり	just as I thought, after all	Adverb	Jisho
1017	活動	かつどう	activity	Verbal Noun	Jisho
1018	動物	どうぶつ	animal	Noun	Jisho
1019	動かす	うごかす	move, operate	Verb	Jisho
1020	不動産屋	ふどうさんや	real estate agent, realtor	Noun	Jisho
1021	カーテン	カーテン	curtain	Noun	Jisho
1022	早く	はやく	early, soon	Adverb	Jisho
1023	早口	はやくち	fast talking	Noun	Jisho
1024	速さ	はやさ	speed	Noun	Jisho
1025	速達	そくたつ	special delivery, express mail	Noun	Jisho
1026	シャツ	シャツ	shirt	Noun	Jisho
1027	遅れる	おくれる	be late	Verb	Jisho
1028	開始	かいし	beginning	Verbal Noun	Jisho
1029	始めに	はじめに	in the beginning, early in	Adverb	Jisho
1030	現在	げんざい	the present, present time	Noun	Jisho
1031	ナイフ	ナイフ	knife	Noun	Jisho
1032	実現	じつげん	implementation, realization	Verbal Noun	Jisho
1033	実施	じっし	enforcement, putting into practice	Verbal Noun	Jisho
1034	事実	じじつ	fact, truth	Noun	Jisho
1035	実行	じっこう	practice, execution	Verbal Noun	Jisho
1036	バイク	バイク	motorbike, motor cycle	Noun	Jisho
1037	実験	じっけん	experiment	Verbal Noun	Jisho
1038	通過	つうか	passage through (e.g. train skipping a station), passing (e.g. exam)	Verbal Noun	Jisho
1039	過ぎる	すぎる	pass by, exceed	Verb	Jisho
1040	昼過ぎ	ひるすぎ	early afternoon	Noun	Jisho
1041	いつか	いつか	some time, some day	Adverb	Jisho
1042	過去	かこ	the past	Noun	Jisho
1043	開発	かいはつ	development	Verbal Noun	Jisho
1044	発生	はっせい	occurrence, happening	Verbal Noun	Jisho
1045	発言	はつげん	utterance, speech	Verbal Noun	Jisho
1046	オレンジ	オレンジ	orange	Noun	Jisho
1047	発見	はっけん	discovery, revelation	Verbal Noun	Jisho
1048	出発	しゅっぱつ	departure	Verbal Noun	Jisho
1049	発車	はっしゃ	departure of a vehicle	Verbal Noun	Jisho
1050	発表	はっぴょう	announcement	Verbal Noun	Jisho
1051	きつい	きつい	tight, difficult	Adjective	Jisho
1052	表現	ひょうげん	expression	Verbal Noun	Jisho
1053	代表	だいひょう	representative	Verbal Noun	Jisho
1054	表	おもて	surface, front side, outside	Noun	Jisho
1055	表	ひょう	table (e.g. Table 1), list	Noun	Jisho
1056	さっき	さっき	some time ago, only a moment ago	Adverb	Jisho
1057	手紙	てがみ	letter	Noun	Jisho
1058	絵	え	picture, painting, drawing	Noun	Jisho
1059	雑誌	ざっし	magazine, journal	Noun	Jisho
1060	音	おと	sound, noise	Noun	Jisho
1061	テキスト	テキスト	text, text file	Noun	Jisho
1062	音	おと	sound, speech sound, Chinese pronunciation of a character	Noun	Jisho
1063	音楽	おんがく	music	Noun	Jisho
1064	薬	くすり	medicine; drug; chemical	Noun	Jisho
1065	歌	うた	song	Noun	Jisho
1066	ビニール	ビニール	plastic bag (vinyl)	Noun	Jisho
1067	歌手	かしゅ	singer	Noun	Jisho
1068	欲しがる	ほしがる	desire, wish for, covet	Verb	Jisho
1069	計画	けいかく	plan, project	Verbal Noun	Jisho
1070	映画	えいが	movie	Noun	Jisho
1071	りんご	りんご	apple	Noun	Jisho
1072	面白い	おもしろい	interesting, amusing	Adjective	Jisho
1073	写る	うつる	to be photographed; to be projected (e.g. in mirror)	Verb	Jisho
1074	写す	うつす	copy, photograph	Verb	Jisho
1075	写真	しゃしん	photograph	Noun	Jisho
1076	アルバム	アルバム	album	Noun	Jisho
1077	真っ赤	まっか	deep red	Adjectival Noun	Jisho
1078	真面目	まじめ	serious, sober, earnest	Adjectival Noun	Jisho
1079	真ん中	まんなか	center, middle	Noun	Jisho
1080	真っ白	まっしろ	pure-white	Adjectival Noun	Jisho
1081	スカート	スカート	skirt	Noun	Jisho
1082	真っ暗	まっくら	pitch-dark	Adjectival Noun	Jisho
1083	真っ黒	まっくろ	deep-black, jet-black	Adjectival Noun	Jisho
1084	真っ青	まっさお	deep-blue, pale (skin)	Adjectival Noun	Jisho
1085	色々	いろいろ	various	Adjectival Noun	Jisho
1086	ペン	ペン	pen	Noun	Jisho
1087	人形	にんぎょう	doll	Noun	Jisho
1088	形	かたち	shape, form	Noun	Jisho
1089	大型	おおがた	large, large scale	Noun	Jisho
1090	種類	しゅるい	kind, species	Noun	Jisho
1091	おしゃべり	おしゃべり	chatter, talkative	Verbal Noun	Jisho
1092	直す	なおす	repair, cure, alter	Verb	Jisho
1093	真っ直ぐ	まっすぐ	dead straight, honestly	Adverb	Jisho
1094	直接	ちょくせつ	directly	Adverb	Jisho
1095	角	かど	corner, edge, angle	Noun	Jisho
1096	きっと	きっと	surely, certainly	Adverb	Jisho
1097	三角	さんかく	triangle	Noun	Jisho
1098	四角	しかく	square, quadrilateral	Adjectival Noun	Jisho
1099	四角い	しかくい	square, four-sided	Adjective	Jisho
1100	四つ角	よつかど	crossroad, intersection	Noun	Jisho
1101	メニュー	メニュー	menu, bill of fare	Noun	Jisho
1102	曲	きょく	song, melody, tune	Noun	Jisho
1103	曲げる	まげる	bend, curve	Verb	Jisho
1104	曲がり角	まがりかど	street corner	Noun	Jisho
1105	同様	どうよう	similar, same (kind)	Adjectival Noun	Jisho
1106	アイスクリーム	アイスクリーム	ice cream	Noun	Jisho
1107	間違い	まちがい	mistake, error	Noun	Jisho
1108	間違える	まちがえる	make a mistake, confuse (transitive)	Verb	Jisho
1109	間違う	まちがう	be mistaken, be incorrect	Verb	Jisho
1110	似ている	にている	look like, resemble	Verb	Jisho
1111	おしゃれ	おしゃれ	dressing up smartly, trendy	Verbal Noun	Jisho
1112	以上	いじょう	not less than, more than	Noun	Jisho
1113	旅行	りょこう	travel, trip	Verbal Noun	Jisho
1114	大使館	たいしかん	embassy	Noun	Jisho
1115	旅館	りょかん	Japanese inn	Noun	Jisho
1116	ジュース	ジュース	juice, soft drink	Noun	Jisho
1117	映画館	えいがかん	movie theater	Noun	Jisho
1118	宿題	しゅくだい	homework	Noun	Jisho
1119	泊める	とめる	lodge, give shelter	Verb	Jisho
1120	遊び	あそび	play, amusement	Noun	Jisho
1121	ゼロ	ゼロ	zero	Noun	Jisho
1122	洋服	ようふく	Western-style clothes	Noun	Jisho
1123	教室	きょうしつ	classroom	Noun	Jisho
1124	図書室	としょしつ	library	Noun	Jisho
1125	窓	まど	window	Noun	Jisho
1126	ピンク	ピンク	pink	Noun	Jisho
1127	親しい	したしい	intimate, familiar	Adjective	Jisho
1128	親切	しんせつ	kind, friendly	Adjectival Noun	Jisho
1129	不親切	ふしんせつ	unkind, inattentive	Adjectival Noun	Jisho
1130	家族	かぞく	family, household	Noun	Jisho
1131	グラス	グラス	glass	Noun	Jisho
1132	万歳	ばんざい	Banzai! Hurrah! Long live...!	Verbal Noun	Jisho
1133	二十歳	はたち	20 years old	Noun	Jisho
1134	姉さん	ねえさん	older sister, girl, miss	Noun	Jisho
1135	兄さん	にいさん	older brother	Noun	Jisho
1136	ダンス	ダンス	dance, dancing	Verbal Noun	Jisho
1137	兄弟	きょうだい	sibling	Noun	Jisho
1138	業者	ぎょうしゃ	businessman	Noun	Jisho
1139	若者	わかもの	young person, youth	Noun	Jisho
1140	彼ら	かれら	they	Noun	Jisho
1141	おじ	おじ	uncle	Noun	Jisho
1142	結合	けつごう	combination, joining	Verbal Noun	Jisho
1143	結果	けっか	result, outcome	Noun	Jisho
1144	果物	くだもの	fruit	Noun	Jisho
1145	課題	かだい	task; homework; subject	Noun	Jisho
1146	サッカー	サッカー	soccer, football	Noun	Jisho
1147	課	か	section, division, lesson	Noun	Jisho
1148	効果	こうか	effect, result	Noun	Jisho
1149	自動車	じどうしゃ	automobile	Noun	Jisho
1150	自然	しぜん	nature	Noun	Jisho
1151	スープ	スープ	soup, broth	Noun	Jisho
1152	自然	しぜん	natural, naturally	Adjectival Noun	Jisho
1153	自習	じしゅう	self-study, self-teaching	Verbal Noun	Jisho
1154	理由	りゆう	reason, cause	Noun	Jisho
1155	自由	じゆう	freedom	Adjectival Noun	Jisho
1156	バナナ	バナナ	banana	Noun	Jisho
1157	信じる	しんじる	believe, trust, have faith in	Verb	Jisho
1158	信号	しんごう	signal, traffic light	Noun	Jisho
1159	頼む	たのむ	ask, request, entrust	Verb	Jisho
1160	市民	しみん	citizens, the public	Noun	Jisho
1161	うるさい	うるさい	noisy, annoying, pesky	Adjective	Jisho
1162	住民	じゅうみん	residents, dwellers	Noun	Jisho
1163	主人	しゅじん	master, husband	Noun	Jisho
1164	議員	ぎいん	legislator	Noun	Jisho
1165	会議	かいぎ	conference, meeting	Verbal Noun	Jisho
1166	パトカー	パトカー	police car, patrol car	Noun	Jisho
1167	対する	たいする	face, be in response to	Verb	Jisho
1168	対立	たいりつ	opposition, antagonism	Verbal Noun	Jisho
1169	反対	はんたい	oppose, object	Verbal Noun	Jisho
1170	答え	こたえ	answer, solution	Noun	Jisho
1171	ハンバーガー	ハンバーガー	hamburger	Noun	Jisho
1172	特に	とくに	especially, particularly	Adverb	Jisho
1173	特急	とっきゅう	super-express	Noun	Jisho
1174	特別	とくべつ	special, extraordinary	Adjectival Noun	Jisho
1175	別々	べつべつ	separately	Adjectival Noun	Jisho
1176	エスカレーター	エスカレーター	escalator	Noun	Jisho
1177	別れる	わかれる	separate, part from	Verb	Jisho
1178	一般	いっぱん	general, common	Noun	Jisho
1179	目的	もくてき	purpose, objective	Noun	Jisho
1180	普通	ふつう	normal, regular	Adjectival Noun	Jisho
1181	タオル	タオル	towel	Noun	Jisho
1182	並ぶ	ならぶ	line up	Verb	Jisho
1183	並べる	ならべる	line up, display, set up	Verb	Jisho
1184	平和	へいわ	peace, harmony	Adjectival Noun	Jisho
1185	高等学校	こうとうがっこう	senior high school	Noun	Jisho
1186	パチンコ	パチンコ	pachinko (vertical pinball)	Noun	Jisho
1187	病院	びょういん	hospital	Noun	Jisho
1188	入院	にゅういん	be hospitalized	Verbal Noun	Jisho
1189	大学院	だいがくいん	graduate school	Noun	Jisho
1190	医者	いしゃ	doctor	Noun	Jisho
1191	みかん	みかん	tangerine, mandarin orange	Noun	Jisho
1192	お医者さん	おいしゃさん	doctor	Noun	Jisho
1193	歯医者	はいしゃ	dentist	Noun	Jisho
1194	歯	は	tooth	Noun	Jisho
1195	歯ブラシ	はぶらし	toothbrush	Noun	Jisho
1196	ケーキ	ケーキ	cake	Noun	Jisho
1197	科学	かがく	science	Noun	Jisho
1198	教科書	きょうかしょ	textbook	Noun	Jisho
1199	理科	りか	science	Noun	Jisho
1200	亡くなる	なくなる	die	Verb	Jisho
1201	コップ	コップ	cup, glass	Noun	Jisho
1202	忙しい	いそがしい	busy, occupied	Adjective	Jisho
1203	疲れる	つかれる	get tired, become fatigued	Verb	Jisho
1204	禁煙	きんえん	no smoking, giving up smoking	Verbal Noun	Jisho
1205	酔っ払い	よっぱらい	drunkard, boozer	Noun	Jisho
1206	ナイロン	ナイロン	nylon	Noun	Jisho
1207	酔っ払う	よっぱらう	get drunk	Verb	Jisho
1208	危ない	あぶない	dangerous, uncertain	Adjective	Jisho
1209	危険	きけん	danger, dangerous	Adjectival Noun	Jisho
1210	存在	そんざい	existence, being	Verbal Noun	Jisho
1211	スーツ	スーツ	suit	Noun	Jisho
1212	注目	ちゅうもく	attention, notice	Verbal Noun	Jisho
1213	注文	ちゅうもん	order, request	Verbal Noun	Jisho
1214	意味	いみ	meaning, significance	Noun	Jisho
1215	意見	いけん	opinion	Noun	Jisho
1216	チケット	チケット	ticket	Noun	Jisho
1217	注意	ちゅうい	caution; being careful	Verbal Noun	Jisho
1218	用意	ようい	preparation, getting ready	Verbal Noun	Jisho
1219	確か	たしか	for sure, for certain	Adjectival Noun	Jisho
1220	確認	かくにん	confirmation	Verbal Noun	Jisho
1221	チョコレート	チョコレート	chocolate	Noun	Jisho
1222	機能	きのう	function, feature	Verbal Noun	Jisho
1223	ジェット機	ジェットき	jet airplane	Noun	Jisho
1224	機械	きかい	machine	Noun	Jisho
1225	材料	ざいりょう	ingredients; material	Noun	Jisho
1226	チャンネル	チャンネル	channel	Noun	Jisho
1227	具体的	ぐたいてき	concrete, specific	Adjectival Noun	Jisho
1228	基づく	もとづく	be based on	Verb	Jisho
1229	基本	きほん	basis, foundation	Noun	Jisho
1230	基準	きじゅん	standard, criterion	Noun	Jisho
1231	つまらない	つまらない	boring, dull	Adjective	Jisho
1232	備える	そなえる	furnish, equip	Verb	Jisho
1233	準備	じゅんび	provide for, prepare for	Verbal Noun	Jisho
1234	設計	せっけい	design, plan	Verbal Noun	Jisho
1235	施設	しせつ	facilities, institution	Noun	Jisho
1236	マッチ	マッチ	match, matchbox	Noun	Jisho
1237	設ける	もうける	set up, establish	Verb	Jisho
1238	説明	せつめい	explanation	Verbal Noun	Jisho
1239	小説	しょうせつ	novel, story	Noun	Jisho
1240	公開	こうかい	opening (to the public)	Verbal Noun	Jisho
1241	いとこ	いとこ	cousin	Noun	Jisho
1242	公園	こうえん	park, public garden	Noun	Jisho
1243	動物園	どうぶつえん	zoo	Noun	Jisho
1244	祭り	まつり	festival	Noun	Jisho
1245	国際	こくさい	international	Noun	Jisho
1246	ストーブ	ストーブ	paraffin heater, stove	Noun	Jisho
1247	実際	じっさい	reality; actual conditions	Adverb	Jisho
1248	飛行場	ひこうじょう	airport, airfield	Noun	Jisho
1249	航空便	こうくうびん	airmail	Noun	Jisho
1250	船便	ふなびん	surface mail (ship)	Noun	Jisho
1251	ガソリンスタンド	ガソリンスタンド	gas station	Noun	Jisho
1252	船	ふね	ship, boat, vessel	Noun	Jisho
1253	空港	くうこう	airport	Noun	Jisho
1254	港	みなと	port, harbor	Noun	Jisho
1255	島	しま	island, isle	Noun	Jisho
1256	デート	デート	date	Verbal Noun	Jisho
1257	完成	かんせい	completion, finish	Verbal Noun	Jisho
1258	平成	へいせい	Heisei era	Noun	Jisho
1259	成功	せいこう	success	Verbal Noun	Jisho
1260	原因	げんいん	cause, origin	Noun	Jisho
1261	ふすま	ふすま	sliding door, fusuma	Noun	Jisho
1262	資金	しきん	funds, capital	Noun	Jisho
1263	投資	とうし	investment	Verbal Noun	Jisho
1264	願う	ねがう	wish, ask a favor, apply for	Verb	Jisho
1265	正確	せいかく	accurate, precise	Adjectival Noun	Jisho
1266	レモン	レモン	lemon	Noun	Jisho
1267	正しい	ただしい	correct, righteous, lawful	Adjective	Jisho
1268	正月	しょうがつ	New Year	Noun	Jisho
1269	正直	しょうじき	honesty; integrity	Adjectival Noun	Jisho
1270	異なる	ことなる	differ	Verb	Jisho
1271	チーズ	チーズ	cheese	Noun	Jisho
1272	通常	つうじょう	usual, common	Noun	Jisho
1273	非常に	ひじょうに	very, extremely	Adverb	Jisho
1274	調べる	しらべる	investigate, check	Verb	Jisho
1275	強調	きょうちょう	emphasis, stressed point	Verbal Noun	Jisho
1276	ドライブ	ドライブ	drive	Verbal Noun	Jisho
1277	季節	きせつ	season	Noun	Jisho
1278	調査	ちょうさ	investigation, inquiry	Verbal Noun	Jisho
1279	提供	ていきょう	offer, provide	Verbal Noun	Jisho
1280	提案	ていあん	proposition, proposal	Verbal Noun	Jisho
1281	ラケット	ラケット	racket	Noun	Jisho
1282	案内	あんない	guide, inform	Verbal Noun	Jisho
1283	示す	しめす	show, indicate	Verb	Jisho
1284	連れて行く	つれていく	take (a person) along	Verb	Jisho
1285	連れて来る	つれてくる	bring (a person)	Verb	Jisho
1286	スチュワーデス	スチュワーデス	flight attendant	Noun	Jisho
1287	続ける	つづける	continue, keep up	Verb	Jisho
1288	相手	あいて	opponent; partner	Noun	Jisho
1289	会談	かいだん	conversation, meeting	Verbal Noun	Jisho
1290	相談	そうだん	consultation, advice	Verbal Noun	Jisho
1291	テープレコーダー	テープレコーダー	tape recorder, cassette recorder	Noun	Jisho
1292	記者	きしゃ	journalist, reporter	Noun	Jisho
1293	記録	きろく	record, documentation	Verbal Noun	Jisho
1294	録音	ろくおん	sound recording	Verbal Noun	Jisho
1295	登る	のぼる	climb, mount, go up	Verb	Jisho
1296	ひげ	ひげ	moustache, beard	Noun	Jisho
1297	関する	かんする	to concern, relate to	Verb	Jisho
1298	関連	かんれん	connection, relation	Verbal Noun	Jisho
1299	関係	かんけい	relation, relationship	Verbal Noun	Jisho
1300	状況	じょうきょう	state of affairs, conditions	Noun	Jisho
1301	ぐっすり	ぐっすり	sound asleep	Adverb	Jisho
1302	状態	じょうたい	state, appearance	Noun	Jisho
1303	治る	なおる	be cured, get well	Verb	Jisho
1304	政治	せいじ	politics	Noun	Jisho
1305	治す	なおす	cure, heal	Verb	Jisho
1306	ソース	ソース	sauce, Worcestershire sauce	Noun	Jisho
1307	政府	せいふ	government, administration	Noun	Jisho
1308	党	とう	political party	Noun	Jisho
1309	対策	たいさく	measure, countermeasure	Noun	Jisho
1310	政策	せいさく	policy, political measures	Noun	Jisho
1311	タイプライター	タイプライター	typewriter	Noun	Jisho
1312	選ぶ	えらぶ	choose, elect	Verb	Jisho
1313	選手	せんしゅ	player (in game)	Noun	Jisho
1314	選挙	せんきょ	election	Verbal Noun	Jisho
1315	候補	こうほ	candidacy, candidate	Noun	Jisho
1316	トマト	トマト	tomato	Noun	Jisho
1317	首相	しゅしょう	prime minister	Noun	Jisho
1318	首都	しゅと	capital	Noun	Jisho
1319	改革	かいかく	reform	Verbal Noun	Jisho
1320	革	かわ	leather	Noun	Jisho
1321	バター	バター	butter	Noun	Jisho
1322	命令	めいれい	command, order	Verbal Noun	Jisho
1323	番組	ばんぐみ	program  (e.g. TV)	Noun	Jisho
1324	組み立てる	くみたてる	build, set up, construct	Verb	Jisho
1325	組織	そしき	organization, tissue (biological)	Verbal Noun	Jisho
1326	バレーボール	バレーボール	volleyball	Noun	Jisho
1327	進める	すすめる	advance, promote	Verb	Jisho
1328	進む	すすむ	advance, move forward	Verb	Jisho
1329	進学	しんがく	entering a higher-level school, esp. going on to university	Verbal Noun	Jisho
1330	拡大	かくだい	magnification, enlargement	Verbal Noun	Jisho
1331	おかず	おかず	side dish	Noun	Jisho
1332	責任	せきにん	responsibility, liability	Noun	Jisho
1333	辞める	やめる	resign, retire	Verb	Jisho
1334	辞書	じしょ	dictionary	Noun	Jisho
1335	通勤	つうきん	commuting to work	Verbal Noun	Jisho
1336	カレンダー	カレンダー	calendar	Noun	Jisho
1337	勤める	つとめる	serve, hold a job	Verb	Jisho
1338	事務所	じむしょ	office, one's place of business	Noun	Jisho
1339	事務室	じむしつ	office	Noun	Jisho
1340	従来	じゅうらい	former, existing	Noun	Jisho
1341	ハンドバッグ	ハンドバッグ	handbag	Noun	Jisho
1342	成績	せいせき	results, grades	Noun	Jisho
1343	集める	あつめる	collect, gather	Verb	Jisho
1344	集まる	あつまる	gather, be collected	Verb	Jisho
1345	採用	さいよう	employment	Verbal Noun	Jisho
1346	ベル	ベル	bell	Noun	Jisho
1347	給料	きゅうりょう	salary, pay	Noun	Jisho
1348	卒業	そつぎょう	graduation	Verbal Noun	Jisho
1349	就職	しゅうしょく	finding employment	Verbal Noun	Jisho
1350	退院	たいいん	discharge from a hospital	Verbal Noun	Jisho
1351	インク	インク	ink	Noun	Jisho
1352	契約	けいやく	contract, agreement	Verbal Noun	Jisho
1353	交渉	こうしょう	negotiation, bargaining	Verbal Noun	Jisho
1354	事件	じけん	affair, case	Noun	Jisho
1355	条件	じょうけん	condition	Noun	Jisho
1356	クーラー	クーラー	air conditioning, cooler	Noun	Jisho
1357	参加	さんか	participation	Verbal Noun	Jisho
1358	増加	ぞうか	increase, gain	Verbal Noun	Jisho
1359	加える	くわえる	add, include	Verb	Jisho
1360	加工	かこう	processing, manufacturing	Verbal Noun	Jisho
1361	ミルク	ミルク	milk, baby milk	Noun	Jisho
1362	比べる	くらべる	compare, contrast	Verb	Jisho
1363	批判	ひはん	criticism, comment	Verbal Noun	Jisho
1364	評価	ひょうか	evaluation, appraisal	Verbal Noun	Jisho
1365	対象	たいしょう	target, object (e.g. of worship)	Noun	Jisho
1366	サラダ	サラダ	salad	Noun	Jisho
1367	故障	こしょう	malfunction, fault, breakdown	Verbal Noun	Jisho
1368	修理	しゅうり	repair, mending	Verbal Noun	Jisho
1369	乗り換える	のりかえる	to transfer (trains); to change (bus, train)	Verb	Jisho
1370	乗り換え	のりかえ	change, transfer (trains, buses)	Verbal Noun	Jisho
1371	おじさん	おじさん	uncle	Noun	Jisho
1372	換える	かえる	to exchange; to interchange	Verb	Jisho
1373	着替える	きがえる	change clothes	Verb	Jisho
1374	被る	かぶる	wear, put on	Verb	Jisho
1375	破る	やぶる	tear, break through, breach (transitive)	Verb	Jisho
1376	ベルト	ベルト	belt	Noun	Jisho
1377	破れる	やぶれる	tear, rip open	Verb	Jisho
1378	壊す	こわす	break, destroy, smash	Verb	Jisho
1379	壊れる	こわれる	break, break down, get out of order	Verb	Jisho
1380	救急車	きゅうきゅうしゃ	ambulance	Noun	Jisho
1381	ラーメン	ラーメン	ramen (Chinese noodles)	Noun	Jisho
1382	助ける	たすける	help, save	Verb	Jisho
1383	立派	りっぱ	fine, excellent	Adjectival Noun	Jisho
1384	警察	けいさつ	police	Noun	Jisho
1385	管理	かんり	management, administration	Verbal Noun	Jisho
1386	ライター	ライター	lighter	Noun	Jisho
1387	盗む	ぬすむ	steal, rob	Verb	Jisho
1388	殺す	ころす	kill	Verb	Jisho
1389	逮捕	たいほ	arrest, capture	Verbal Noun	Jisho
1390	逃げる	にげる	escape, run away	Verb	Jisho
1391	ワイシャツ	ワイシャツ	(business) shirt, (white) shirt	Noun	Jisho
1392	戦争	せんそう	war, battle	Verbal Noun	Jisho
1393	競争	きょうそう	competition	Verbal Noun	Jisho
1394	混む	こむ	be crowded, be congested	Verb	Jisho
1394	込む	こむ	be crowded, be congested	Verb	Jisho
1395	大統領	だいとうりょう	president (of a country)	Noun	Jisho
1396	シャワー	シャワー	shower	Noun	Jisho
1397	捨てる	すてる	discard, abandon	Verb	Jisho
1398	拾う	ひろう	pick up, find	Verb	Jisho
1399	池	いけ	pond	Noun	Jisho
1400	電池	でんち	battery	Noun	Jisho
1401	うどん	うどん	noodles, Japanese wheat noodles	Noun	Jisho
1402	深い	ふかい	deep, profound, intimate	Adjective	Jisho
1403	深さ	ふかさ	depth, profundity	Noun	Jisho
1404	浅い	あさい	shallow, superficial	Adjective	Jisho
1405	落とす	おとす	drop, lose	Verb	Jisho
1406	ごみ	ごみ	rubbish, trash	Noun	Jisho
1407	泳ぐ	およぐ	swim	Verb	Jisho
1408	水泳	すいえい	swimming	Verbal Noun	Jisho
1409	流れる	ながれる	flow, pass, drift away	Verb	Jisho
1410	流行る	はやる	be in fashion, be popular	Verb	Jisho
1411	スーパーマーケット	スーパーマーケット	supermarket	Noun	Jisho
1412	洗う	あらう	wash	Verb	Jisho
1413	洗面所	せんめんじょ	washroom, bathroom	Noun	Jisho
1414	油	あぶら	oil, animal oil	Noun	Jisho
1415	沈む	しずむ	to sink, to set (sun)	Verb	Jisho
1416	ハンカチ	ハンカチ	handkerchief	Noun	Jisho
1417	久しぶり	ひさしぶり	after a long time	Adjectival Noun	Jisho
1418	氷	こおり	ice	Noun	Jisho
1419	冷える	ひえる	cool down, feel chilly	Verb	Jisho
1420	冷やす	ひやす	cool, chill	Verb	Jisho
1421	ビデオテープ	ビデオテープ	videotape	Noun	Jisho
1422	冷める	さめる	cool off, subside	Verb	Jisho
1423	凍る	こおる	freeze, congeal	Verb	Jisho
1424	冷蔵庫	れいぞうこ	refrigerator	Noun	Jisho
1425	涼しい	すずしい	cool, refreshing	Adjective	Jisho
1426	ぶらぶら	ぶらぶら	wander aimlessly, hang about	Adverb	Jisho
1427	汚す	よごす	make dirty, soil	Verb	Jisho
1428	汚れ	よごれ	dirt, filth	Noun	Jisho
1429	汚れる	よごれる	become dirty, become defiled	Verb	Jisho
1430	景色	けしき	scenery, landscape	Noun	Jisho
1431	アナウンサー	アナウンサー	news reader, announcer	Noun	Jisho
1432	影響	えいきょう	influence, effect	Verbal Noun	Jisho
1433	光る	ひかる	shine, emit light	Verb	Jisho
1434	太る	ふとる	grow fat, fatten	Verb	Jisho
1435	太陽	たいよう	sun	Noun	Jisho
1436	スプーン	スプーン	spoon	Noun	Jisho
1437	星	ほし	star; heavenly body 	Noun	Jisho
1438	地球	ちきゅう	the Earth	Noun	Jisho
1439	野球	やきゅう	baseball	Noun	Jisho
1440	雲	くも	cloud	Noun	Jisho
